"REGISTRO","TIPO_ENCUESTA","PC1","COD_HABITAT","PC3","COD_EDAD","PC4","PC6","PC7","PC7A","PC8","P1001_1","P1001_2","P1002_COD","P1002_1_COD","P1002_2_COD","P1003_COD","P1003_1_COD","P1003_2_COD","P1004_COD","P1004_1_COD","P1004_2_COD","P1005_1","P1005_2","P1005_3","P1006","P1007","P1008","P1009","P1010","P1011","P1012","P1013","P1013_1","P1014","P1015","P1016","P11017","P1101_A","P1102_A","P1103","P1104","P1105_COD_B_1","P1105_COD_B_2","P1105_COD_B_3","P1106","P1107","P1108_COD_B_1","P1108_COD_B_2","P1108_COD_B_3","P1109_1","P1109_2","P1109_3","P1109_4","P1109_5","P1109_6","P1109_7","P1109_8","P1017","P1018","P2102","P2003","P2004_1","P2004_2","P2004_3","P2004_4","P2004_5","P2002_CONOC_1","P2002_VALOR_1","P2002_CONOC_2","P2002_VALOR_2","P2002_CONOC_3","P2002_VALOR_3","P2002_CONOC_4","P2002_VALOR_4","P2002_CONOC_5","P2002_VALOR_5","P2103_1","P2103_2","P2103_3","P2103_4","P2103_5","P2002B_CONOC_1","P2002B_VALOR_1","P2002B_CONOC_2","P2002B_VALOR_2","P2002B_CONOC_3","P2002B_VALOR_3","P2002B_CONOC_4","P2002B_VALOR_4","P2002B_CONOC_5","P2002B_VALOR_5","P2002B_CONOC_6","P2002B_VALOR_6","P2002B_CONOC_7","P2002B_VALOR_7","P2002B_CONOC_8","P2002B_VALOR_8","P2002B_CONOC_9","P2002B_VALOR_9","P2002B_CONOC_10","P2002B_VALOR_10","P2005R","P2007R","P2008","P2008R","P2105","P2105R","P2105B","P2106","P2106A","P2009","P2010","P2012","P2013","P2014","P2015"
480,"MOVIL2","Granada","Menos de 10.000","Hombre","75 o más",79,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",2,10,"Insatisfacción con la política","Corrupción política","Otros","Insatisfacción con los políticos","Corrupción política","No contesta","No contesta","No contesta","No contesta","VOX","VOX","VOX","Muy mala","Peor","Empeorará","Muy mala","Peor","Empeorará","Muy mala","Peor","Empeorará","Buena","Mejor","Mejorará","Peor","Mejorar los servicios sanitarios","Luchar contra el fraude laboral","No","Ni bien ni mal(no leer)","Restringir el acceso a la sanidad pública de la población inmigrante"," "," ","No","Ni bien ni mal(no leer)","Falta profesionalidad/atención por parte de profesores"," "," ","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy buena","Muy buena","Apolítico",5,10,1,1,6,10,"Sí",10,"Sí",1,"Sí",10,"No"," ","No"," ",10,1,10,"No contesta","No contesta","Sí",7,"No"," ","Sí",8,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Vox","PP","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","El mismo día de las elecciones","Ha cambiado mi voto","Me gustó más el candidato el debate","Nos llega para vivir","Probable (NO LEER)","Religiosa","Bachillerato","Jubilado o pensionista (anteriormente ha trabajado)"," "
545,"MOVIL2","Córdoba","De 100.001 o más","Hombre","55-64",59,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",2,1,"Insatisfacción con la política","Otros","Corrupción política","Inestabilidad política","Críticas al anterior Gobierno","Otros","Excesiva presión fiscal","No ayuda a los empresarios autónomos","No sabe","PP","PP","PP","Muy mala","Peor","Empeorará","Muy mala","Igual","Mejorará","Buena","Peor","Mejorará","Buena","Mejor","Mejorará","Mejor","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Muy bien","Se han reducido listas de espera/rapidez"," "," ","No","Mal","Necesidad de mejorar en general"," "," ","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","En desacuerdo","Muy buena","Muy buena","Liberal",7,5,1,1,5,6,"Sí",7,"Sí",3,"Sí",3,"Sí",1,"Sí",7,7,4,5,1,7,"Sí",9,"Sí",8,"No"," ","No"," ","Sí",10,"No"," ","No"," ","No"," ","No"," ","Sí",7,"Vox","Vox","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Durante la campaña electoral","Ha cambiado mi voto","Voto en función del tipo de elección","Vivimos confortablemente con los ingresos actuales","Nada probable","Poca religiosa","Diplomatura","Trabaja","Profesional o trabajador autónomo (sin asalariados)"
639,"MOVIL2","Sevilla","De 100.001 o más","Mujer","55-64",55,"Sí","Sí, tengo la nacionalidad española"," ","Sí, pero no lo utiliza",3,9,"Inestabilidad política","Problema de Cataluña","No sabe","Insatisfacción con los políticos","No sabe","No sabe","No sabe","No sabe","No sabe","VOX","VOX","No contesta","Mala","Peor","Empeorará","Ni buena ni mala","Mejor","Mejorará","Buena","Igual","Mejorará","Ni buena ni mala","Mejor","Mejorará","Ni mejor ni peor","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","No","Bien","Bien en general, buena experiencia, calidad de la asistencia"," "," ","Sí","Bien","Bien en general, buena experiencia"," "," ","De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","Muy buena","Buena","Conservador/a",8,6,3,1,5,8,"Sí",8,"Sí",3,"Sí",5,"Sí",1,"Sí",9,6,4,5,1,8,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Vox","No sabe","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","El mismo día de las elecciones","Ha cambiado mi voto","Me gustó más el candidato el debate","Vivimos confortablemente con los ingresos actuales","Poco probable","Algo religiosa","Doctorado","Trabaja","Asalariado del sector público"
860,"MOVIL2","Granada","De 50.001 a 100.000","Hombre","65-74",66,"Sí","Sí, tengo nacionalidad española y otra","Argentina","No",7,8,"Inestabilidad política","Inmigración","Sanidad","Sanidad","Inmigración","Falta de hospitales, ambulatorios / masificación","Sanidad","Falta de hospitales, ambulatorios / masificación","No sabe","PP","PP","PP","Buena","Peor","Empeorará","Buena","Mejor","Mejorará","Mala","Peor","Se quedará igual","Buena","Mejor","No sabe","Mejor","Mejorar los servicios sanitarios","Luchar contra el fraude laboral","Sí","Mal","Mejorar atención al paciente / Debe mejorar en general"," "," ","Sí","Bien","Bien en general, buena experiencia"," "," ","En desacuerdo","De acuerdo","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo","Buena","Buena","Liberal",7,8,4,2,8,9,"Sí",8,"Sí",1,"Sí",7,"Sí",2,"No"," ",8,4,8,3,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partido Popular (PP)","PP","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Otros","Tenemos dificultades","No sabe","Nada religiosa","Licenciatura o Grado","Jubilado o pensionista (anteriormente ha trabajado)"," "
1060,"MOVIL2","Jaén","De 20.001 a 50.000","Hombre","45-54",53,"Sí","Sí, tengo la nacionalidad española"," ","Sí, pero no lo utiliza",8,7,"Inestabilidad política","Falta de trabajo: paro","Corrupción política","Falta de trabajo: paro","Inmigración","Inseguridad ciudadana","Precariedad laboral / contrato","Falta de trabajo: paro","Inseguridad ciudadana","VOX","PP","PP","Mala","Peor","Empeorará","Buena","Igual","Empeorará","Buena","Igual","Se quedará igual","Buena","Mejor","Se quedará igual","Ni mejor ni peor","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Mal","Falta de profesionales médicos"," "," ","No","Mal","Mejorar/estabilizar sistema educativo/leyes/planes educativos"," "," ","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Ni de acuerdo ni en desacuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","Buena","Buena","Otros (especificar)",7,7,2,1,5,10,"Sí",7,"Sí",3,"Sí",4,"Sí",1,"No"," ",5,3,4,1,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partido Popular (PP)","PP","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Durante la campaña electoral","Ha cambiado mi voto","Porque me he identificado más con el mensaje","Vivimos confortablemente con los ingresos actuales","Poco probable","Poca religiosa","Bachillerato","Trabaja","Asalariado del sector público"
1185,"MOVIL2","Huelva","De 20.001 a 50.000","Mujer","45-54",50,"Sí","Sí, tengo la nacionalidad española"," ","Sí, pero no lo utiliza",6,9,"Inmigración","Otros","Falta de trabajo: paro","Falta de trabajo: paro","Sanidad","No sabe","Falta de trabajo: paro","No sabe","No sabe","VOX","OTROS PARTIDOS ¿Cuál?","CIUDADANOS","Ni buena ni mala","Igual","Empeorará","Ni buena ni mala","Peor","Empeorará","Ni buena ni mala","Igual","Se quedará igual","Buena","Igual","Empeorará","Ni mejor ni peor","Que se genere  más empleo","Que la Junta de Andalucía y los Ayuntamientos creen más empleo","Sí","Muy mal","Falta de profesionales médicos"," "," ","Sí","Bien","Buenos profesionales"," "," ","En desacuerdo","En desacuerdo","De acuerdo","En desacuerdo","No sabe","De acuerdo","De acuerdo","En desacuerdo","Buena","Buena","Conservador/a",8,8,5,5,8,9,"Sí",8,"Sí",5,"Sí",7,"No"," ","No"," ",8,2,6,"No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partido Popular (PP)","Vox","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Porque me he identificado más con el mensaje","Nos llega para vivir","Nada probable","Muy religiosa","Bachillerato","Trabaja","Asalariado del sector público"
1301,"MOVIL2","Málaga","De 50.001 a 100.000","Hombre","65-74",66,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",8,7,"Corrupción política","Problema de Cataluña","Falta de cohesión social/ división de los españoles por el tema políticos","Insatisfacción con los políticos","Críticas al anterior Gobierno","Corrupción política","Jubilación","No contesta","No contesta","PP","VOX","CIUDADANOS","Mala","Igual","Empeorará","Buena","Igual","Mejorará","Buena","Igual","Se quedará igual","Buena","Peor","Mejorará","Mucho mejor","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Bien","Recortes/Falta/mejorar inversión en general en sanidad"," "," ","Sí","Ni bien ni mal(no leer)","Mejorar/estabilizar sistema educativo/leyes/planes educativos"," "," ","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","De acuerdo","Buena","Muy buena","Conservador/a",6,8,3,"No sabe",6,10,"Sí",10,"Sí",2,"Sí",5,"Sí",2,"Sí",6,7,2,5,1,6,"Sí",8,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Sí",6,"Vox","PP","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Otros (no leer)","Ha cambiado mi voto","Por descontento hacia el partido que había votado anteriormente","Nos llega para vivir","Nada probable","Algo religiosa","Educación primaria","Jubilado o pensionista (anteriormente ha trabajado)"," "
1477,"MOVIL2","Granada","De 20.001 a 50.000","Hombre","55-64",57,"Sí","Sí, tengo la nacionalidad española"," ","No",3,7,"Corrupción política","Drogas y alcoholismo/tabaquismo","Problema de Cataluña","Otros","Drogas y alcoholismo/tabaquismo","Desorientación Reforma Educativa","Jubilación","No contesta","No contesta","Ninguno","Ninguno","Ninguno","Mala","Peor","Empeorará","Mala","Peor","Empeorará","Buena","Igual","Empeorará","Ni buena ni mala","Mejor","Mejorará","Mejor","Evitar la inmigración ilegal","Atraer las inversiones de empresas que quieran instalarse en Andalucía","No","Ni bien ni mal(no leer)","Reducir listas/tiempos de espera de atención"," "," ","Sí","Mal","Mejorar/estabilizar sistema educativo/leyes/planes educativos"," "," ","De acuerdo","De acuerdo","En desacuerdo","Ni de acuerdo ni en desacuerdo","De acuerdo","De acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","Buena","Buena","Demócrata- cristiano/na.",5,7,3,1,6,8,"Sí",6,"Sí",1,"Sí",4,"Sí",5,"Sí",4,6,3,6,2,8,"Sí",6,"Sí",6,"Sí",7,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Sí",8,"Ciudadanos","PP","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Por descontento hacia el partido que había votado anteriormente","Nos llega para vivir","Probable (NO LEER)","Religiosa","Diplomatura","Trabaja","Asalariado del sector público"
1668,"MOVIL2","Cádiz","De 100.001 o más","Hombre","65-74",69,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",7,8,"Problema de Cataluña","Insatisfacción con la política","Falta de trabajo: paro","Falta de trabajo: paro","Inmigración","Corrupción política","Inflación / pérdida de poder adquisitivo / vida cara / precio de los carburantes","Otros","Inseguridad ciudadana","Ninguno","PP","PP","Mala","Mejor","Empeorará","Mala","Igual","Se quedará igual","Buena","Igual","Empeorará","Mala","Igual","Mejorará","Mejor","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Muy bien","Buena atención/trato"," "," ","Sí","Bien","Buenos profesionales"," "," ","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","Buena","Buena","Demócrata- cristiano/na.",7,7,4,1,5,9,"Sí",7,"Sí",2,"Sí",4,"Sí",3,"No"," ",6,5,5,2,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partido Popular (PP)","PP","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Para garantizar o facilitar la conformación de mayorías","Nos llega para vivir","Poco probable","Religiosa","Licenciatura o Grado","Jubilado o pensionista (anteriormente ha trabajado)"," "
1679,"MOVIL2","Granada","Menos de 10.000","Mujer","55-64",63,"Sí","Sí, tengo la nacionalidad española"," ","No",1,6,"Inestabilidad política","No sabe","No sabe","No sabe","No sabe","No sabe","No sabe","No sabe","No sabe","VOX","No contesta","No contesta","Muy mala","Peor","No sabe","Ni buena ni mala","Igual","Mejorará","Buena","Igual","Se quedará igual","Buena","Mejor","Mejorará","Mejor","Mejorar los servicios sanitarios","Atraer las inversiones de empresas que quieran instalarse en Andalucía","No","Muy mal","Mejorar atención al paciente / Debe mejorar en general"," "," ","Sí","Bien","Bien en general, buena experiencia"," "," ","Ni de acuerdo ni en desacuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","De acuerdo","Buena","Buena","Ninguno",6,5,1,1,"No sabe",8,"Sí",10,"Sí",1,"Sí",3,"Sí",1,"Sí",4,8,1,"No sabe",1,"No sabe","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Vox","Vox","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Porque me he identificado más con el mensaje","Nos llega para vivir","Poco probable","Algo religiosa","Educación primaria","Trabajo doméstico no remunerado (tareas del hogar)"," "
1711,"MOVIL2","Huelva","Menos de 10.000","Hombre","55-64",61,"Sí","Sí, tengo la nacionalidad española"," ","Sí, pero no lo utiliza",9,7,"Inestabilidad política","Corrupción política","Problema de Cataluña","Paro juvenil","Corrupción política","Crisis valores morales","Falta de hospitales, ambulatorios / masificación","Insuficientes policías/cuerpos de seguridad","Inmigración","VOX","VOX","PP","Muy mala","Peor","Empeorará","Muy mala","Peor","Empeorará","Buena","Igual","Empeorará","Buena","Mejor","Se quedará igual","Peor","Que se genere  más empleo","Luchar contra el fraude laboral","Sí","Muy mal","Falta de profesionales médicos","Reducir listas/tiempos de espera de atención","Faltan/mejorar medios/recursos","No","Muy mal","Falta de autoridad en las aulas","Mejorar/estabilizar sistema educativo/leyes/planes educativos","Disminuir número de alumnos por aula, disminuir ratio","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","En desacuerdo","Buena","Buena","Conservador/a",5,9,8,3,8,9,"Sí",7,"Sí",3,"Sí",7,"Sí",1,"Sí",5,7,6,7,1,8,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partido Popular (PP)","Vox","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Por descontento hacia el partido que había votado anteriormente","Nos llega para vivir","Nada probable","Religiosa","Formación profesional II (segundo grado)","Trabaja","Asalariado del sector público"
1727,"MOVIL2","Córdoba","De 100.001 o más","Mujer","55-64",60,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",5,8,"Falta de trabajo: paro","Problema de Cataluña","Insatisfacción con los políticos","Falta de trabajo: paro","Corrupción política","Otros","Falta de trabajo: paro","Sanidad","Sanidad","Ninguno","CIUDADANOS","PODEMOS","Mala","Igual","Empeorará","Mala","Mejor","Se quedará igual","Mala","Peor","Empeorará","Ni buena ni mala","Igual","Se quedará igual","Ni mejor ni peor","Que suban los salarios","Mejora o impulso de la formación profesional","Sí","Muy mal","Faltan/mejorar medios/recursos"," "," ","No contesta","Bien","Otros"," "," ","En desacuerdo","En desacuerdo","Ni de acuerdo ni en desacuerdo","No sabe","De acuerdo","Ni de acuerdo ni en desacuerdo","De acuerdo","De acuerdo","Buena","Buena","Otros (especificar)",8,8,1,1,7,7,"Sí",9,"Sí",1,"Sí",7,"Sí",1,"No"," ",7,1,7,1,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partido Popular (PP)","Vox","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Durante la campaña electoral","Ha cambiado mi voto","Por descontento hacia el partido que había votado anteriormente","Tenemos dificultades","Nada probable","Poca religiosa","Educación primaria","Trabaja","Asalariado del sector privado"
1934,"MOVIL2","Granada","De 100.001 o más","Mujer","55-64",63,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",8,10,"Falta de trabajo: paro","Insatisfacción con la política","Otros","Falta de trabajo: paro","Mal funcionamiento de la justicia","Educación-cultura-investigación","Falta de trabajo: paro","Desigualdad social y pobreza","Educación-cultura-investigación","VOX","VOX","VOX","Muy mala","Igual","Empeorará","Mala","Igual","Mejorará","Buena","Peor","Se quedará igual","Buena","Igual","Mejorará","Mejor","Mejorar los servicios sanitarios","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Ni bien ni mal(no leer)","Mejorar atención al paciente / Debe mejorar en general"," "," ","Sí","Mal","Disminuir número de alumnos por aula, disminuir ratio"," "," ","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Muy buena","Muy buena","Apolítico",10,5,5,1,5,8,"Sí",7,"Sí",1,"No"," ","No"," ","No"," ",7,1,"No contesta","No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Vox","Vox","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Porque me he identificado más con el mensaje","Nos llega para vivir","No procede, ya lo perdí (NO LEER)","Muy religiosa","Bachillerato","Parado/a y ha trabajado antes"," "
2393,"FIJO","Málaga","De 100.001 o más","Mujer","35-44",44,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",3,7,"Inestabilidad política","Falta de trabajo: paro","Incivismo y violencia","Falta de trabajo: paro","Falta de hospitales, ambulatorios / masificación","Escuelas insuficientes","Robos / estafas","Paro y precariedad laboral","Educación-cultura-investigación","Ninguno","Ninguno","Ninguno","Mala","Igual","Empeorará","Mala","Igual","Empeorará","Mala","Igual","Empeorará","Mala","Igual","Empeorará","Peor","Que suban los salarios","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Muy bien","Bien en general, buena experiencia, calidad de la asistencia"," "," ","Sí","Muy mal","Mejorar la inversión en educación en general"," "," ","En desacuerdo","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Regular (no leer)","Buena","Anarquista",5,8,3,1,6,10,"Sí",6,"Sí",3,"Sí",7,"Sí",5,"Sí",4,7,3,6,2,10,"Sí",7,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Sí",4,"Sí",4,"Ninguno (NO LEER)","Nulo","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Durante la campaña electoral","Ha cambiado mi voto","Otros","Nos llega para vivir","Nada probable","Algo religiosa","Formación profesional II (segundo grado)","Parado/a y ha trabajado antes"," "
2530,"MOVIL2","Málaga","De 100.001 o más","Hombre","65-74",67,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",1,10,"Corrupción política","No sabe","No sabe","Inestabilidad política","No sabe","No sabe","No sabe","No sabe","No sabe","VOX","VOX","No contesta","Muy mala","Igual","Empeorará","Mala","Igual","Empeorará","Ni buena ni mala","Igual","Empeorará","Ni buena ni mala","Igual","Se quedará igual","Ni mejor ni peor","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","No","Muy mal","Tiempo dedicado por el médico a cada enfermo","Mejorar calidad de medicamentos recetados"," ","No","Bien","Bien en general, buena experiencia"," "," ","De acuerdo","En desacuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","Regular (no leer)","Buena","Apolítico",10,7,1,1,6,8,"Sí",9,"Sí",1,"Sí",5,"Sí",1,"Sí",4,9,1,5,1,4,"Sí",8,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Sí",7,"Vox","Vox","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Porque me he identificado más con el mensaje","Nos llega para vivir","Probable (NO LEER)","Nada religiosa","Formación profesional II (segundo grado)","Jubilado o pensionista (anteriormente ha trabajado)"," "
2629,"MOVIL2","Cádiz","Menos de 10.000","Mujer","65-74",65,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",6,4,"Problema de Cataluña","Otros","Falta de ayudas a los jóvenes","Otros","Corrupción política","No ayuda a los empresarios autónomos","No ayuda a los empresarios autónomos","Otros","Migración de andaluces","Ninguno","Ninguno","Ninguno","Mala","Peor","Empeorará","Mala","Igual","Mejorará","Buena","Peor","Mejorará","Mala","Igual","Mejorará","Mejor","Mejorar la calidad de la educación pública","Luchar contra el fraude laboral","No","No sabe","No sabe"," "," ","Sí","Ni bien ni mal(no leer)","Eliminar adoctrinamiento en la educación/Influencia política en la educación"," "," ","De acuerdo","En desacuerdo","En desacuerdo","Ni de acuerdo ni en desacuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","Regular (no leer)","Regular (no leer)","Demócrata- cristiano/na.",8,6,3,1,4,9,"Sí",6,"Sí",1,"Sí",2,"Sí",1,"No"," ",6,1,4,1,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Sí","No sabe","Partido Popular (PP)","PP","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Otros","Vivimos confortablemente con los ingresos actuales","Nada probable","Algo religiosa","Licenciatura o Grado","Jubilado o pensionista (anteriormente ha trabajado)"," "
2783,"FIJO2","Almería","De 100.001 o más","Hombre","45-54",47,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",6,6,"Insatisfacción con la política","Falta de trabajo: paro","Problema de Cataluña","Falta de trabajo: paro","Movimiento ocupa","Violencia (en general)","No sabe","No sabe","No sabe","VOX","VOX","No contesta","Mala","Mejor","Empeorará","Ni buena ni mala","Igual","Se quedará igual","Ni buena ni mala","Igual","Se quedará igual","Ni buena ni mala","Igual","Mejorará","Peor","Evitar la inmigración ilegal","Reducción de la jornada de trabajo para tener más tiempo libre","No","Mal","Reducir listas/tiempos de espera de atención"," "," ","Sí","Bien","Buenos profesionales"," "," ","De acuerdo","De acuerdo","En desacuerdo","En desacuerdo","En desacuerdo","De acuerdo","En desacuerdo","En desacuerdo","Regular (no leer)","Buena","No sabe",5,6,4,1,5,6,"Sí",6,"Sí",3,"No"," ","No"," ","No"," ",5,3,"No contesta","No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Vox","Vox","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Por descontento hacia el partido que había votado anteriormente","Nos llega para vivir","Bastante probable","Algo religiosa","Educación primaria","Trabaja","Asalariado del sector privado"
2836,"MOVIL2","Granada","De 20.001 a 50.000","Mujer","18-24",23,"Sí","Sí, tengo la nacionalidad española"," ","No",10,10,"Inestabilidad política","Largas listas de espera","Incivismo y violencia","Corrupción política","Desigualdad social y pobreza","Sanidad","Falta de hospitales, ambulatorios / masificación","Escuelas insuficientes","No ayuda a los empresarios autónomos","VOX","VOX","VOX","Mala","Mejor","Empeorará","Buena","Peor","Se quedará igual","Buena","Peor","Se quedará igual","Buena","Mejor","Se quedará igual","Peor","Mejorar los servicios sanitarios","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Mal","Falta de profesionales médicos","Reducir listas/tiempos de espera de atención"," ","Sí","Bien","Mejorar/actualizar contenidos/materias /metodologías"," "," ","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Muy en desacuerdo","Buena","Buena","Otros (especificar)",10,8,2,1,5,10,"Sí",6,"Sí",1,"Sí",7,"Sí",3,"No"," ",6,1,5,6,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Vox","Vox","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Por descontento hacia el partido que había votado anteriormente","Vivimos confortablemente con los ingresos actuales","Bastante probable","Poca religiosa","Bachillerato","Trabaja","Profesional o trabajador autónomo (sin asalariados)"
